activity_name,activity_db,activity_code,reference_product,activity_unit,location,production_amount,functional_unit_amount,method_1,method_2,method_3,method_str,method_unit,lcia_score
"Transport, single unit truck, long-haul, gasoline powered, Southeast",uslci_database596,43ec3512-f8e1-3fba-84ea-5db46f154cd4,"Transport, single unit truck, long-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.12097800406654108
"Transport, single unit truck, long-haul, compressed natural gas powered, West North Central",uslci_database596,37bc3b3d-32db-328b-9442-737919bb813f,"Transport, single unit truck, long-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13532191647812575
"Electricity - BIOMASS - Electric Reliability Council of Texas, Inc.",uslci_database596,47ce27c3-90d3-324e-9462-d27042ce2f5a,"Electricity, AC, 2300-7650 V",MJ,"Electric Reliability Council of Texas, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3251202402711658
"Transport, combination truck, long-haul, diesel powered, Northwest",uslci_database596,829eb677-aa4c-3a1a-9611-c03515c40326,"Transport, combination truck, long-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0886993226471644
"Transport, combination truck, diesel powered, Central",uslci_database596,4c637477-f7a3-35b8-8e07-53f64c5eadf8,"Transport, combination truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08877946715021205
"Electricity - BIOMASS - Southern Company Services, Inc. - Trans",uslci_database596,4a0629b8-569d-30f1-81e6-da2a6cc7bbff,"Electricity, AC, 2300-7650 V",MJ,"Southern Company Services, Inc. - Trans",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3554655661164965
"Scanner, i940 desktop",uslci_database596,9aae3fc2-6ffb-3b49-b3fb-4127483b1156,"Scanner, i940 desktop",Item(s),Global,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.8255249477378483
"Pesticide, corn, 2022",uslci_database596,2813d2f3-6813-34d8-b47b-b464f390bcaf,"Pesticide, corn",m2,Northern America,10000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,9.679593299142696e-06
"Electricity; at grid; generation mix - NaturEner Power Watch, LLC",uslci_database596,487af89b-83b8-32e1-a8c7-245aa2ef0832,"Electricity, AC, 2300-7650 V",MJ,"NaturEner Power Watch, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.004582820346165786
"Transport, light commercial truck, diesel powered, Northwest",uslci_database596,829dbcc5-70eb-324d-a6c1-c20870342237,"Transport, light commercial truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.48514633298056403
"Wood, particleboard, generated on-site, combusted in industrial boiler",uslci_database596,80fa4691-56d0-3019-a021-30c3b187e63e,"Wood, particleboard, generated onsite, combusted in industrial boiler",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.415857763382942
Spodumene mineral concentrate; beneficiation process; at plant; 5% lithium oxide,uslci_database596,dc9186ba-2029-45db-ae3a-5d1a7ac269d7,"Spodumene mineral concentrate, 5% lithium oxide, at plant",kg,Canada,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.04419283215856263
power plant construction - wind_const - Western Area Power Administration - Desert Southwest Region,uslci_database596,421af73c-0dfd-32c8-ae60-bd01fcc220fb,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,16.484991790161022
"Electricity - COAL - Midcontinent Independent System Operator, Inc.",uslci_database596,72f54d39-a95f-3eff-a078-0adeb72df05b,"Electricity, AC, 2300-7650 V",MJ,"Midcontinent Independent System Operator, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.2934139452282885
"Polystyrene, high impact, HIPS, resin; at plant",uslci_database596,d1c572b0-c244-3193-81fb-3a64bfb13e4d,"Polystyrene, high impact, HIPS, resin, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,3.029472124987837
"Transport, combination truck, compressed natural gas powered, West North Central",uslci_database596,5f16c25b-5e51-372f-83db-cfc97c530914,"Transport, combination truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0695386690127942
"Transport, single unit truck, short-haul, diesel powered, West North Central",uslci_database596,8c3b113e-9ed2-3a86-af12-130b79da4b9b,"Transport, single unit truck, short-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11138261715412197
"Melamine urea formaldehyde, MF, resin, at plant",uslci_database596,c11f6f12-269d-3c4c-9ab0-6995cd5d8af2,"Melamine urea formaldehyde, MF, resin, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.440000057220459
"Electricity - COAL - Associated Electric Cooperative, Inc.",uslci_database596,00f5094f-9d1b-34f7-8789-b653415d8404,"Electricity, AC, 2300-7650 V",MJ,"Associated Electric Cooperative, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.26239351115271164
"Transport, combination truck, electricity powered, Central",uslci_database596,d57fe4e3-0bc9-3121-aeba-dadf92520714,"Transport, combination truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08652036522740059
petroleum extraction and processing - DFO PADD 3,uslci_database596,50b674c7-4ccc-321a-9d08-43058e790cf9,"petroleum fuel, through transportation",MJ,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.015798565158536462
"Transport, single unit truck, electricity powered, South",uslci_database596,b4db0c58-f16d-319d-b8ee-294e6fcf7745,"Transport, single unit truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.053799217284935176
"Carbon monoxide, at plant",uslci_database596,e0368d96-44a3-3628-8220-e6ae975b0931,"Carbon monoxide, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.007210872497073
Crude cobalt hydroxide production; at plant,uslci_database596,2fb426d1-2476-4400-b942-940f65699e87,Crude cobalt hydroxide; at plant; 35% cobalt and 0.47% copper,kg,Congo,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.9014711638631387
"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",uslci_database596,2468b04f-b9b1-364d-bfbf-8ba12178096e.6170b901-641c-3088-a8c0-799f9e5f766f,Sawn lumber; hardwood; rough; green; at sawmill,kg,US,1.6455487905216388,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.09888352108186849
"Heat, drying veneer, hardwood, at veneer mill, E",uslci_database596,396f5200-0194-30c3-8b5f-96a33bde9c6c.9a41d70d-651c-37e2-81b9-d0286f0f6811,Heat; pressing panels; hardwood; at engineered wood flooring plant,MJ,US,6413.500000000005,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08820485084629125
natural gas extraction and processing - Anadarko,uslci_database596,ac0fe849-759b-32cb-a6a6-5c0df4869a6f,"natural gas, through transmission",MJ,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.010356197109413084
"Transport, combination truck, compressed natural gas powered, Northeast",uslci_database596,921c2e4b-992f-36cb-8433-0fad28e91482,"Transport, combination truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07102850999272492
Electricity - SOLAR - Hawaiian Electric Co Inc,uslci_database596,7c01d714-c0b5-33bb-ab05-e1dc750579c2,"Electricity, AC, 2300-7650 V",MJ,Hawaiian Electric Co Inc,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.006492022167317715
"Transport, combination truck, short-haul, compressed natural gas powered, West",uslci_database596,ee469cfb-94a8-3469-b8c5-9f203109fb2a,"Transport, combination truck, short-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07543019680249341
"power plant construction - ngcc_const - Arlington Valley, LLC - AVBA",uslci_database596,efbc68cf-c77e-3561-9fcf-1d33c2ebaffe,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,15300.678036922014
"Polylactide, PLA, biopolymer resin, at plant",uslci_database596,e281027f-cf37-32f2-af55-234cb0cb4fa4,"Polylactide, PLA, biopolymer resin, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.4271817974271486
"Precision sand casting, aluminum",uslci_database596,f61ecd3b-fdba-3739-8051-1d4bb0c2d98e.fc1ee789-e922-3e7c-bbab-7a8ba489aea7,"Aluminum, cast, precision sand casting",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,10.470015599780135
"Transport, single unit truck, compressed natural gas powered, West North Central",uslci_database596,ed1e0fe6-16fb-325a-bcd4-7d40722af57b,"Transport, single unit truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14872413804320095
"Natural gas, conventional offshore, at extraction",uslci_database596,bc4c2bad-4bdb-4402-8aed-74efc5781057,"Natural gas, at extraction",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.22493535236170045
"Transport, combination truck, short-haul, gasoline powered, Central",uslci_database596,e04288cf-df98-3291-8a98-7becb25a3c72,"Transport, combination truck, short-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08370027514869824
Electricity; at grid; generation mix - Tucson Electric Power,uslci_database596,516feb44-f3b8-3226-8615-c91824a16877,"Electricity, AC, 2300-7650 V",MJ,Tucson Electric Power,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.2124059329685839
"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",uslci_database596,35bd31d8-b0b1-3da8-a553-df33ccd9e452.fe26fae6-a458-3a9d-8aac-bdc2748d145d,Sawdust; hardwood; kiln-dried; at planer mill,kg,US,777.7777777777778,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.9348940186865007
Electricity; at grid; consumption mix - ERCOT - FERC,uslci_database596,81719fcc-0d72-30f6-91d2-e17467c195b5,"Electricity, AC, 2300-7650 V",MJ,ERCOT,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11403214374389381
Electricity - HYDRO - Salt River Project Agricultural Improvement and Power District,uslci_database596,f3c60892-6829-3f08-9621-07e417316a17,"Electricity, AC, 2300-7650 V",MJ,Salt River Project Agricultural Improvement and Power District,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.009900220669806004
power plant construction - solar_pv_const - Avista Corporation,uslci_database596,2cc5a709-3078-3459-a4f1-1db45594ade6,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,16.15891234935873
"Crude oil, off-shore domestic, at extraction",uslci_database596,76048c3b-d6d3-4f3b-8215-87ece218b4a2,"Crude oil, at extraction",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.22348647455879003
"Scanner, i1150 desktop and i1190 desktop",uslci_database596,64268081-0e35-398b-aa66-c9150f3fd3e5,"Scanner, i1150 desktop and i1190 desktop",Item(s),Global,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,6.9076291412265025
Electricity - SOLAR - Duke Energy Carolinas,uslci_database596,3378c3fe-8709-34d1-97b9-379ca4532219,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Carolinas,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.011849819743274936
Electricity - COAL - Bonneville Power Administration,uslci_database596,f02fe212-3d32-3635-a490-b5c21a5f2714,"Electricity, AC, 2300-7650 V",MJ,Bonneville Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3105187293134884
Electricity - WIND - Southwest Power Pool,uslci_database596,e7af980b-816e-3150-b9e6-f970b9de0e7e,"Electricity, AC, 2300-7650 V",MJ,Southwest Power Pool,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0038037798763863742
